title,area_max_building_height_m,area_avg_building_height_m,area_total_building_area_m2,max_tree_height,canopy_cover,area_max_tree_height,area_avg_tree_height,area_canopy_cover,area_tree_count,area_greenspace_m2,area_private_gardens_m2
559 6,52,6.63,8039,18.24,84.69,19.63,10.2,7063.3,133,0,5916.85451255377
559 7,43.7,17.7,10302,0,0,12.89,6.8,906.5,41,0,2326.2820671915
559 8,52,15.46,8961,14.91,163.31,20,9.12,4884.7,99,0,4971.34711056965
559 9,49,11.11,8227,0,0,15.19,8.96,3553.4,75,0,2854.90218355057
560 1,66.1,29.32,12774,6.39,67.81,17.2,8.25,2224,57,0,826.183620908181
560 10,65.8,31.63,9816,0,0,17.76,6.34,765.4,33,0,0
560 11,86.1,26.73,21390,4.56,4.62,18.95,10.88,733.8,24,0,0
560 12,70.4,26.13,19270,0,0,24.77,14.13,1392.6,38,0,0
560 2,106.5,25.75,14190,0,0,12.2,7.53,214.6,15,0,0
560 3,106.5,22.62,11432,22.73,144.06,24.77,13.07,4153,64,0,0
560 4,39.1,19.56,12806,0,0,22.44,10.13,2596.3,53,617.866281404975,0
560 5,70.4,23.36,22861,4.45,3,20.52,12.23,1006.6,39,0,0
560 6,52.5,12.65,13485,6.95,39.31,24.62,12.23,3474.5,62,0,0
560 7,65.8,21.25,8518,10.22,61.25,22.44,8.26,3033.2,71,0,0
560 8,33.9,8.99,9811,2.94,4.12,22.44,9,2579.6,57,0,0
560 9,86.1,26.23,21733,0,0,16.61,10.31,335.4,16,0,0
561 1,33.9,10.91,14131,0,0,19.4,9.17,3048.5,67,1127.274162002,74.0662499997416
561 10,19.7,5.07,5005,3.13,11.44,20.1,7.08,2872.5,97,0,1691.95074684408
561 2,34.7,9.7,13648,19.4,261.25,22.41,9.52,7863.9,148,1127.274162002,894.99902332606
561 3,25.8,10.14,3730,0,0,20.1,9.05,2804.5,88,0,421.323163897376
561 4,33.9,10.09,9290,0,0,19.19,9.22,2354.2,61,0,0
561 5,20.6,9.86,8519,10.73,12.88,20.25,10.79,4078.2,80,0,227.291190391399
561 6,22.1,9,14843,0,0,11.01,5.64,281.6,16,0,492.756222575466
561 7,21.3,9.48,14714,8.86,140,20.95,9.99,4992.2,100,0,1239.61659302587
561 8,33.9,13.73,13706,0,0,21.86,8.56,1532.3,37,516.628543091414,0
561 9,25.9,10.46,7793,0,0,14.53,8.23,2348.5,81,0,1509.68151562557
562 1,130.6,21.24,2418,16.08,26.38,19.63,10.6,7459,112,2389.65657059549,10.5962199999776
562 10,16,7.09,2913,14.91,87.69,19.63,10.8,9011,140,2603.83706533394,428.43005411714
562 11,16,7.37,4820,12.65,13.19,19.63,9.28,6823.7,149,1101.50656674227,2462.29311330969
562 12,24.7,8.67,5154,16.58,152.38,23.33,10.75,11846.1,170,1820.54560561901,968.20108418907
562 2,39.9,6.48,6535,4.98,23.88,19.63,9.23,7279,137,1852.37373048298,5864.59724237079
562 3,39.3,9.09,9524,9.39,91.56,13.47,6.3,3405.4,117,0,4681.6227197948
562 4,8.3,5.28,1036,12.16,209.62,19.39,9.85,8196.9,140,828.196950000102,0
562 5,96.5,10.71,10978,0,0,19.06,8.64,4649.1,100,226.287869641616,0
562 6,9.7,7.62,2433,11.45,20.25,23.33,10.38,9374.6,157,740.15439359739,1667.74482477983
562 7,130.6,30.14,4032,0,0,19.57,9.85,6894.9,118,1292.44019736443,10.5962199999776
562 8,137,16.09,15838,6.48,9.12,15.51,6.56,2598.8,68,0,0
562 9,130.6,22.94,2324,16.73,104.31,19.57,9.91,7431.7,133,895.397821125691,2164.24245664463
563 1,9.7,6.86,2073,0,0,20.7,10.47,8382.8,144,0,1317.34912337437
563 10,16,7.08,3955,0,0,17.57,9.15,5560.3,125,0,2278.9831162671
563 11,16.1,5.86,9829,6.35,39.06,19.17,5.47,2816.2,140,0,8526.73566252229
563 12,16.2,5.9,11293,5.79,74.88,11.73,5.04,1892.6,130,0,9033.55611608713
563 2,14.7,5.82,8097,8,25.44,12.82,5.42,2479.3,133,0,9416.78627134346
563 3,14,5.46,9262,7.02,27.44,9.99,4.98,1877.9,130,0,10356.2703073958
563 4,8.7,5,7906,3.42,4.81,13.46,5.09,2638.5,143,0,11653.6596140569
563 5,16.2,6.12,7133,5.37,81.25,28.28,8.71,6060.6,169,490.437949997402,5163.38804831864
563 6,17.2,8.15,8238,7.4,11.44,28.28,7.39,4005.6,155,490.437949997402,4054.0861086879
563 7,26,7.9,9374,4.43,5.69,19.39,6.63,3072.9,102,1045.25238098338,5030.97219493425
563 8,8.8,5.13,9104,5.27,39.62,14.23,5.46,2698.3,134,0,12507.7244163165
563 9,11.1,7.21,2338,22.81,63.88,28.28,10.65,8739.4,174,490.437949997402,3627.59684340203
564 1,13,5.83,2350,15.55,116.62,19.77,11.26,8457.9,124,963.464264510665,3613.47910746404
564 10,8.9,4.69,7322,16.37,45.5,16.9,8,4093.1,94,0,9323.84055593139
564 11,21.6,7.73,5461,14.04,148.94,23.74,10.65,6057.4,86,0,828.238508870549
564 12,10.3,5.79,6413,16.84,215.5,17.51,5.56,3379.9,164,0,11920.4124054021
564 2,40.1,8.15,1979,10.58,105.44,19.77,12.19,9385.9,133,4142.16268966367,2442.10830751696
564 3,13.7,4.85,4442,0,0,17.71,7.42,3545,67,0,6801.20870528113
564 4,29.5,7.28,10678,5.71,53.44,19.59,6.79,3096.4,108,0,5751.61868826205
564 5,11.4,6.49,8011,4.26,4.06,17.55,5.57,1813.6,80,0,9401.285341641
564 6,40.1,9,1875,0,0,18.81,10.65,6465.2,98,0,3223.57479885508
564 7,21.6,7.22,8820,21.92,315.12,23.74,9.01,4734.4,94,0,1565.28646466491
564 8,11.4,6.35,4468,0,0,17.51,6.13,1821.9,76,0,8620.93955343574
564 9,40.1,7.69,4154,3.91,7.62,18.81,8.38,3284.2,75,0,7287.89099624851
565 1,9.6,5.17,6641,0,0,16.44,7.73,3581.6,88,0,11154.1579210038
565 10,10.8,4.62,7665,10.81,0.62,18.43,7.88,2801.7,84,0,14685.323904329
565 11,12,6.02,8390,10.46,54,19.59,7.38,3751.6,107,0,10685.8505218356
565 12,11.5,4.64,9957,4.320000000000001,19.19,16.06,5.79,1931.3,80,0,16092.9635354831
565 2,9.9,4.12,8422,0,0,15.31,7.65,4178.4,106,0,6681.15757215988
565 3,11.5,5,9362,14.34,58.19,16.14,5.72,2066.3,79,0,13818.1062229869
565 4,10.9,4.7,7523,9.58,78.06,18.43,7.67,4640.7,110,0,10346.7783259478
565 5,7.5,5.21,2978,14.22,61.81,19.77,11.16,8998.8,142,4187.42025718151,3680.5895417659
565 6,10.2,5.07,6942,11.99,118.25,14.68,6.13,3467.2,123,0,13385.0619744439
565 7,10.9,5.15,7711,0,0,18.43,7.7,4970.9,105,0,8023.70244202176
565 8,11.5,5.67,6414,3.7,5.81,19.77,9.81,6093.1,101,3.48620271997061,7805.38095003278
565 9,10.9,5.47,6695,3.7,18.88,16.43,7.45,4591.8,126,0,8867.28738882462
566 1,10.9,4.88,550,27.92,374.5,30.05,21.65,22761.2,242,20762.716054917,360.292954583612
566 10,9.9,4.53,6897,12.84,133.44,22.16,8.04,3485.1,97,1058.90784132342,9502.09384264735
566 11,6.7,4.22,1997,0,0,24.64,16.79,10076,135,8036.26197049406,5420.8011884692
566 12,13.1,7.45,9874,25.73,274.69,29.51,13.84,14159.2,206,1193.20348838402,14330.0936224573
566 2,13,7.9,6807,20.24,323.25,27.6,12.27,12419.2,209,0,15546.0623120065
566 3,10.9,6.06,2321,23.56,383.56,25.94,15.95,15285.1,215,9456.90648255788,4363.81937362328
566 4,4.9,4.78,39,23.79,200.25,27.51,19.63,14023.3,174,14390.2602055317,314.062166830292
566 5,13.1,7.01,5673,19.19,400,29.51,16.3,20206.2,257,5876.41329223897,12154.0951793356
566 6,10.9,5.53,2910,25.94,318.94,29.51,19.12,22189.5,262,18093.1388651,3482.77046076447
566 7,10.9,5.3,5875,28.65,385.94,30.05,20.53,22739.1,273,17289.726405551,535.830036410804
566 9,13,5.58,9077,19.59,239.56,20.97,10.17,7222.6,158,0,12190.8314673551
567 1,16,5.42,7192,14.9,137.25,22.48,9.16,10303.1,195,0,26663.4313319471
567 10,11.8,5.76,6910,19.34,254.75,27.44,12.02,13783.5,213,1054.16263996702,19119.9481186795
567 11,16,5.4,7342,13.58,160,24.11,10.83,12207.3,194,0,25652.1476414002
567 12,11.3,5.79,7611,22.54,272.38,26.29,11.89,12689.4,180,0,24186.8757210278
567 3,10.5,4.45,8341,10.61,63.19,28.75,9.75,10443.4,187,0,18165.1672718694
567 4,11.3,6.76,7346,26.29,345.06,32.46,12.24,12757.4,189,0,22435.2439053202
567 5,12.1,7.09,7972,24.84,369.5,27.6,11.93,13875.5,226,0,20020.7685257457
567 6,14.5,8.78,2135,27.64,232.94,32.46,18.91,21715.1,241,13112.3920866435,3429.57403470016
567 7,12.1,6.57,7599,20.27,350.31,25.23,11.46,13475.1,214,0,20566.5119328161
567 8,11.4,5.79,7176,14.74,268.94,23.28,10.27,10893.1,187,0,23666.6307503166
567 9,14.5,7.4,6388,25.55,313.81,31.51,20.49,20624.6,239,14012.3877852994,508.526800376796
568 1,9.7,5.49,6464,6.57,1.88,20.9,8.4,8238.4,154,0,14638.0059256461
568 10,10.5,5.34,8321,13.54,83.69,24.45,9.81,10239.5,198,0,13557.1750102784
568 11,11.4,5.61,7753,20.31,239.19,21.08,8.45,9488.7,210,0,22888.5399386935
568 12,9.8,5.71,6752,12.31,151.81,21.52,7.64,5654.2,145,0,12234.3955655791
568 2,8.5,4.44,9112,19.36,258.69,28.75,8.97,8865,180,0,17212.842398951
568 3,11.8,4.11,8819,11.86,187.81,25.14,6.88,6043.7,176,0,20561.1234448785
568 4,11.5,5.63,8387,20.8,306.12,22.69,10.49,12310.7,201,0,18262.8342933316
568 5,10.4,5.19,7204,13.87,78.38,26.1,9.11,8209.3,175,336.076132552349,20176.5748777663
568 6,11.5,5.27,8106,14.76,125.62,20.9,9.7,9633.4,177,0,17679.3164111669
568 7,11.4,5.49,7155,19.64,340.62,24.05,8.7,9446.1,204,0,22573.2848948373
568 8,9.8,6.02,5832,4.110000000000001,18.62,21.31,8.61,7790.6,142,0,9261.93319936586
568 9,10.1,5.41,7770,17.8,175.81,22.23,10.25,10641.1,178,0,19835.1767474989
569 1,11.5,4.45,5625,0,0,22.69,8.48,5573.3,116,0,12427.9555458478
569 10,10.4,4.97,7388,4.440000000000002,28.69,21.17,8.26,8208.6,201,849.069042926429,17264.3680729465
569 11,5.5,3.41,1907,30.1,400,30.34,13.51,20438.6,251,17928.2612861425,4799.47397010176
569 12,10.4,5.23,7463,14.9,111.44,26.1,8.28,7605.6,191,339.759447381948,18394.5113497608
569 3,7.3,3.9,4671,13.31,145.69,20.93,9.19,9246.9,194,5513.72697548859,12267.3255393951
569 4,9.1,4.56,5026,21.17,394.56,23.83,9.68,13270.6,238,6567.91741622334,14179.5115004053
569 5,6.9,4,5402,9.65,285.94,30.1,9.73,9962.3,197,6305.50800482195,14813.347300082
569 6,5.7,3.66,2445,0,0,30.34,12.09,17934.6,244,16000.7942983212,5340.47799603031
569 7,7.3,4.65,4303,0,0,19.29,8.86,7149.7,142,4338.67289101603,8871.44974307981
569 8,12.1,4.39,4444,14.77,268.94,20.43,9.45,12243.8,204,7026.98301321257,13489.2227343775
569 9,2.8,2.45,261,12.5,152.06,30.34,13.8,13133.7,159,14467.9960012016,0
570 1,4.4,2.84,604,0,0,8.880000000000004,5,558.7,16,723.913241109287,0
570 10,5.4,4.37,473,0,0,14.29,7.12,1746.5,48,680.869350677298,1359.52101090345
570 2,1.4,1.4,13,0,0,14.69,10.87,1645.9,25,1173.98295240293,0
570 5,5.5,4.48,7685,10.33,28.94,13.12,6.97,2898,83,0,14939.4697960045
570 6,5.1,4.67,587,0,0,14.12,8.22,670.4,12,0,1956.84431906682
570 7,11.7,5.29,4745,0,0,26.3,7.11,2884.7,67,2240.07057449454,267.068087532532
570 8,11.7,4.87,3348,5.78,4.31,26.3,6.67,4061.7,98,3505.32534166909,5367.52545038647
570 9,8.2,4.27,931,0,0,7.53,4.05,1103.2,37,1557.36423655727,0
571 10,3.6,2.52,94,14.4,64,17.88,9.73,7847.1,122,4264.30238521216,0
571 11,19.3,11.32,1832,13.87,126.12,19.87,11.14,6605.2,121,3271.45035540208,1037.13450453602
571 2,2.6,2.6,97,16.31,241.06,30.28,13.76,12983.7,195,624.443592033,0
571 3,3.4,1.95,108,0,0,15.11,8.13,4592.8,83,3218.55138414894,0
571 4,13.3,7.84,168,13.26,207.12,19.73,10.08,6485.2,105,2230.96387475057,201.32668592874
571 7,18.8,6.51,1748,18.24,90.5,21.96,12.15,13827.1,184,4261.7058202122,0
571 8,5.1,4.24,750,10.42,126.62,19.26,9.47,4934,118,0,1720.09038957362
572 1,18.8,6.54,3650,16.4,126.56,26.12,13.2,18691.7,233,10616.8379102928,0
572 10,20.1,7,3383,0,0,18.79,12.39,3511,62,186.95359423061,1266.89523116873
572 11,6.9,3.21,350,16.07,146.5,23.14,13.11,10111,144,4186.98384756016,336.898140089412
572 12,10.2,4.87,1363,23.14,397.44,23.14,15.17,11502.2,167,5.61035068861383,0
572 2,19.5,5.53,8549,0,0,20.32,9.7,7264.8,137,2263.30463150109,3493.88847108401
572 4,2.3,2.3,123,23.94,37,30.62,19.36,17335.7,177,0,0
572 5,5.1,3.4,880,21.27,174.69,27.26,15.11,13730.8,155,1388.4325084005,0
572 7,2.6,2.6,133,10.38,10.56,23.14,12.61,11084,173,2322.93678215233,0
572 8,19.5,6.85,5327,0,0,22.05,12.13,5873.5,100,2662.55797844345,0
572 9,20.1,9.38,7090,0,0,18.99,11.48,4629.8,71,0,6389.08566550262
573 10,9.6,4.49,8943,16.66,250.31,25.31,8.88,12126.4,235,0,22055.3414240907
573 12,6.7,5.77,164,0,0,26.9,16.72,14386.4,176,10410.5180224848,2451.75687687465
573 2,8.5,4.1,2670,0,0,26.9,13.11,10199.3,145,2799.92523504158,8234.37013361478
573 3,12.8,9.25,188,20.17,146.25,34.05,15.29,12428.1,151,9282.67573828393,644.760086923488
573 4,12.8,5.51,4939,18.24,284.31,23.31,11.42,14013.9,220,1684.46824285574,16182.3945283133
573 5,6.3,3.84,2914,13.53,98.06,23.2,9.93,7321.4,144,4611.30325073932,10544.7911221798
573 6,6.5,4.22,1346,19.88,388.25,25.74,11.42,10228.6,145,9312.38268841522,5578.98692045175
573 7,6.5,4.59,3594,19.07,239.31,20.44,7.7,4464,94,0,11536.4483033301
573 8,12.8,7.12,1454,20.63,328.81,26.26,13.98,13621.7,187,8992.66361607576,4004.99467565859
573 9,11,4.5,5143,5.49,0,22.35,8.58,7377.7,156,1681.46409304617,8625.2925986089
574 10,3.5,2.17,197,17.11,177.38,34.58,15.05,12927.5,145,7640.59197197302,0
574 3,3.7,1.95,1360,21.19,399.62,34.58,16.72,13581.9,132,11485.3231967007,0
574 8,6.5,4.98,192,0,0,19.07,12.49,1483.3,15,0,905.401420320937
574 9,5.4,2.82,258,0,0,28.66,11.07,2631.6,42,1968.84890966833,80.1053415418137
579 10,3,1.97,420,17.04,382.31,21.99,13.36,20417.5,267,18200.8823991983,0
579 11,1.3,0.85,10,0,0,20.5,12.27,15111.3,212,9784.98588493852,0
579 12,1.3,0.85,10,0,0,20.5,12.48,13258,165,10386.0127222577,0
579 2,0.3,0.3,5,6.49,6.44,21.69,12.45,14430.5,211,15067.3231993587,0
580 1,4.2,3.75,31,0,0,18.54,13.49,6664.8,122,4116.759152686,0
580 10,3.2,2.8,222,13.75,32.25,23.34,14.64,17560.2,215,14613.0623020319,0
580 11,4.2,3.75,31,0,0,24.13,14.68,11761.2,178,6651.87507626189,0
580 3,4.2,3.75,31,0,0,25.11,17.35,3681.1,55,1985.61714510324,0
580 4,3.4,2.71,745,21.48,344.81,23,13.79,12387.8,157,8470.7629234992,0
580 7,3,2.85,8,22.22,144.19,25.59,16.52,14420.4,160,8979.42399980285,0
580 9,16.1,9.47,565,16.93,400,29.43,16.05,24956.2,373,22135.1434490777,565.796858914917
581 10,7.7,4.55,6433,20.74,272.88,27.9,9.36,6918.4,137,2584.87905177609,19562.4472545901
581 11,21.2,4.74,1320,22.21,400,27.69,15.28,25744.2,414,22194.6897683447,1148.8317332258
581 3,6.8,2.63,2142,0,0,26.19,15.16,14941.6,209,10375.7766984727,0.906660391533478
581 4,7.4,3.9,135,15.56,165.25,29.37,15.07,22332.2,339,29403.7896711865,108.775576972839
581 6,9.1,4.87,3255,19.24,363.69,25.57,13.93,20748.3,316,19845.283468605,6815.16359088043
581 7,5.1,5,308,17.37,182.19,29.37,15.53,22249,303,33119.7240364357,0
581 8,7.7,4.49,1503,0,0,14.99,5.72,2028.8,65,26284.6357223622,2822.5728929351
581 9,6.8,3.4,216,22.46,146.19,26.19,12.7,20899.6,278,29271.2618511847,0
582 1,11.7,5.32,3044,7.84,127.88,24.83,11.48,18135.1,224,17905.0777949546,3960.56752446749
582 10,11.7,5.03,4942,15.01,400,26.55,10.82,12918.9,189,12599.9288573426,10360.8125998009
582 11,10.3,4.27,4643,20.79,155.12,23.48,10.38,11528.3,190,9193.84260249111,12991.7179402553
582 12,7.5,5.47,1657,25.25,400,29.32,18.94,28913.9,336,28467.0666367225,3706.20550271709
582 2,7.5,4.32,130,12.88,87.38,26.44,13.47,22800.5,271,13575.7110041767,4305.26243716793
582 3,7.5,4.61,2127,14.2,180.5,26.44,14.35,21273.7,270,13947.6661397615,9099.66524703288
582 4,10.3,4.83,6057,15.41,90.94,24.43,12.58,8839.1,129,3749.59122029639,15383.6823236502
582 5,10.9,4.98,3165,27.12,316.12,32.12,16.78,21412.4,279,16507.6100811214,7922.70280948725
582 6,8.2,4.47,8550,12.16,147.44,27.9,7.91,6510.8,163,0.0605460817296262,24094.0876676013
582 7,15.4,5.3,1802,16.58,394.88,26.55,11.43,19676.7,267,17995.0750124134,3039.83463118826
582 8,12.2,5.32,1467,24.24,400,32.12,18.81,31746.8,370,29877.9036926145,2345.94893815957
582 9,10.3,6.09,1984,16.39,400,26.44,11.67,17670,212,13850.1802881613,4342.17581913492
583 1,13.4,4.64,7597,14.43,171.94,23.86,9.86,8291.3,167,0,15785.0692175387
583 10,18.5,4.72,7911,19.02,258.19,21.68,8.73,9303.1,220,0,22643.9875440088
583 11,18.5,4.37,6972,5.57,60.69,21.69,10.13,10249.1,219,2759.38877847109,19989.0396330444
583 12,9.7,3.93,7997,11.92,69.88,21.2,7.22,5152.8,153,0,21385.2276284502
583 2,19.9,7.39,590,16.34,285.31,26.44,13.57,25381.8,300,19918.280568954,2150.74030703298
583 3,15.5,4.92,6828,15.15,244.88,23.86,11.23,11293.8,185,0,17825.9866712132
583 4,6.5,4.21,3280,21.09,354.06,25.7,13.73,21026.6,277,14054.052665613,14885.3476149016
583 5,14.3,5.92,6318,21.17,305.75,25.29,13.51,10678.1,141,3804.76858599411,13166.0787792836
583 6,14,4.75,9151,18.36,187.19,22.74,11.58,9429.1,158,0,14705.1527506381
583 7,19.9,5.09,4493,19.97,400,22.96,11.09,18677.9,276,10787.4469338237,12408.5015430724
583 8,9.7,3.98,9203,12.37,100.12,21.2,8.65,5460.3,140,0,19607.4911713399
583 9,12,4.77,7277,17.39,222.69,26.55,10.61,7410.4,121,343.998136173468,20245.0481162888
584 1,15.6,5.29,7331,17.26,8.44,23.08,13.51,9275.2,111,0,4120.82010553399
584 10,15.6,5.74,9518,5.58,10,22.29,10.65,7686.6,146,0,6286.23580931577
584 11,11.3,4.92,5553,23.08,146.81,24.51,12.71,11135.3,149,0,8885.53795326031
584 12,11.4,5.04,8347,23.53,400,23.53,11.64,12632.9,218,982.2874999989,19913.4527451601
584 2,11,5.87,5877,0,0,21.75,10.92,9367.6,164,3665.93912250281,12539.0089037547
584 3,11.4,6.9,7091,19.39,211.31,30.39,12.49,11104.8,181,484.410957114538,18147.2525797107
584 4,11.3,4.79,8269,0,0,22.25,9.86,5351.5,106,0,1902.53606081745
584 5,11.1,4.92,7855,17.7,89,23.53,11.11,9502.2,181,0,21634.788428784
584 6,15.6,5.69,9698,16.86,231.31,23.53,10.89,10373.4,191,982.2874999989,14398.3956418067
584 7,14,5.34,7742,15.51,83.38,22.74,11.74,10004.6,180,136.664124554838,18717.0275476924
584 8,15.4,5.43,7960,21.06,341,28.6,10.84,8812.1,160,0,18401.9376386424
584 9,15.6,5.89,8460,19.53,150.06,30.39,12.8,8193.4,119,0,6181.09026444473
585 1,10.4,5.13,6758,11.08,182.44,20.54,7.81,4532.6,115,496.69656747696,20208.0082864586
585 10,11.8,4.51,7613,18.81,44.25,24.51,10.27,7832.8,129,0,19484.1198476907
585 11,9.1,5.45,9568,0,0,15.98,9.03,3499.9,69,2390.2974320014,5234.82814350275
585 12,8.7,5.85,18498,12.53,83.88,14.02,7.88,1752,41,0,733.744020411523
585 2,9.3,5.1,9880,5.82,1.38,20.93,7.86,3078,87,0,1957.52635904282
585 3,39.6,5.06,9392,19.12,234.25,19.5,8.33,5031,120,0,16921.3619819849
585 4,9.2,5.64,9877,9.99,134.62,20.83,7.87,3285.8,76,2220.98152371962,11669.4649879445
585 5,8.9,5.65,12367,11.79,2.19,17.03,9.11,3506.2,61,0,693.529374754195
585 6,11.8,4.98,8676,14.19,0.5,20.54,9.84,8728.6,153,0,16157.4588039007
585 7,11.3,4.7,6334,16.82,117.25,24.51,12.09,10900.8,148,0,14330.4942942908
585 8,12.9,5.27,8298,11.31,51.5,19.2,7.29,3735.7,105,0,14922.5280172017
585 9,9.3,4.33,8645,2.71,12.81,20.33,7.04,3126.7,89,0,2929.81306327361
586 1,7.9,5.32,8234,3.61,5.62,19.2,7.54,2291.6,51,0,11882.787844318
586 10,39.6,5.3,4073,17.36,262.81,20.85,12.24,13188,143,9653.8557433557,6470.62706404104
586 11,9.3,5.65,9424,14.15,288.81,20.25,7.59,2826.3,74,0,10243.7342452835
586 12,7.9,5.09,8582,13.88,148.25,22.05,7.27,3467.5,103,0,11321.0876330756
586 2,10.2,4.93,7532,4.16,8,22.05,9.53,7038.7,104,4717.78508072121,7005.25285442026
586 3,9.8,5.25,5525,14.39,78.56,19.93,11.23,9928.6,125,11668.6917427607,9234.36792314519
586 4,9.6,5.65,9337,8.08,141.25,19.2,7.69,3321.9,73,0,10192.963103634
586 5,6,4.75,7587,14.1,12.5,16.66,9.11,3132.2,52,0,10003.6864531964
586 6,10.2,4.34,5774,17.16,163.38,18.94,8.43,4297.8,97,186.992372690249,14422.9997103464
586 7,7.7,5.06,8361,4.99,0.56,22.05,7.23,3062.7,76,0,12655.7431088123
586 8,6.4,4.57,7454,10.43,91.06,14.58,6.66,3127.9,104,0,18767.0526713367
586 9,39.6,6.2,3005,16.54,340.81,20.85,12.76,13445.2,149,10934.073090406,3896.4236543651
587 1,9.1,4.7,6577,6.01,5.69,12.43,5.09,1502.8,73,0,11751.5850963893
587 10,13.7,4.84,7566,6.13,27.31,17.45,9.2,3732.4,65,0,9244.42000204813
587 11,37.8,4.55,6975,0,0,28.25,11.82,7983.5,118,4426.98833549874,3462.15596031769
587 12,7.3,5.14,7384,5.82,30.31,17.75,7.31,2477,74,0,14534.4197248375
587 2,7.6,4.49,5264,9.22,2.75,20.99,7.91,2812.6,89,0,9688.82527601836
587 3,37.8,5.02,7658,8.98,56.38,28.25,9.76,2955.4,60,586.184352593205,9428.69040138064
587 4,37.8,5.26,6794,5.56,20.56,17.45,6.97,1980.2,57,0,10240.2020782376
587 5,6,4.33,6400,0,0,19.31,11.28,5815.7,101,1677.88029100293,8292.75315526143
587 6,9.1,4.33,7950,6.25,59.31,12.43,5.02,1377.7,67,0,13749.8205466364
587 7,7.6,4.69,5660,0,0,17.75,8.07,2824.3,76,0,8463.20493967244
587 8,6.5,4.84,6230,7.79,5.56,20.99,6.91,2098.6,80,0,12952.2886572753
587 9,37.8,4.63,6538,9.19,31.12,16.99,6.2,2246,76,238.042938234546,12361.5351178225
588 1,9.1,4.8,5131,0,0,14.13,6.6,3877.7,76,2323.91249550161,12018.7844844628
588 10,8.7,5.28,13653,0,0,20.41,11.62,3922.3,46,2905.1726341577,0
588 11,7,4.61,6350,19.57,358.12,20.72,7.85,5502.3,113,426.10763521801,14321.1570803541
588 12,8.2,5.71,20716,0,0,11.43,7.5,224.2,10,0,0
588 2,9.2,5.74,15922,10.3,27,20.72,8.57,1602.3,35,287.706216970691,449.737784393597
588 3,11.6,6.31,5665,16,194.38,20.43,12.44,8561,108,1523.4092786634,1011.003751924
588 4,8,4.6,6949,9.86,81.06,14.9,8.72,5868.9,107,0,10676.3814310768
588 5,11.6,5.59,12399,14.51,153.31,19.56,10.21,3271.3,58,519.327960521798,1599.14691197047
588 6,9.1,4.41,5271,0,0,12.43,5.64,1731.4,61,331.262827687169,9951.67302941867
588 7,11.2,4.86,7085,24.11,51.38,24.11,6.3,2539.4,92,430.395084855729,14979.3621457052
588 8,11.6,6.22,10176,8.99,61.5,19.56,7,2089.1,80,0,6395.01634653704
588 9,7.9,4.86,9686,20.41,268.25,20.41,12.34,8416.2,91,3950.11251350315,0
589 1,16.4,9.33,11210,0,0,10.51,6.82,748,37,0,0
589 10,15.3,5.91,16749,0,0,10.57,5.46,228.4,6,0,0
589 11,51,11.48,12880,0,0,11.89,6.23,214.6,12,0,8.91609431165853
589 12,12.7,5.59,11855,12.03,224.44,17.54,6.94,2914,48,0,0
589 2,12.7,6.11,13072,0,0,14.24,5.58,1659.9,26,0,72.3329589999339
589 3,51,7.81,14387,0,0,5.22,5.22,4.8,1,0,0
589 4,15.3,6.89,22614,0,0,7.36,4.72,89.7,6,0,0
589 5,51,9.28,12315,0,0,5.66,5.44,19.9,2,0,0
589 6,13,6.53,11828,0,0,11.64,6.18,85.7,4,0,0
589 7,13.2,6.64,15794,3.26,9.62,14.24,5.83,99.7,7,0,55.8086300279707
589 8,11.3,5.27,11332,0,0,6.76,5.22,206.7,10,0,0
589 9,17.2,8.05,7767,0,0,24.88,8.01,2065.6,76,0,54.7527301074006
590 1,17.2,8.04,7552,0,0,15.24,7.55,2061.2,75,0,204.670658000279
590 10,12.2,5.67,13535,4.94,12.88,14.08,4.99,295.3,21,0,0
590 11,10.5,8.13,4973,14.37,262.56,28.05,10.39,8265.3,139,0,5362.732184687
590 12,27,8.76,12243,0,0,17.26,6.54,305.1,13,0,0
590 2,130.2,39.64,5380,0,0,15.05,9.46,2321.2,60,0,2544.49707101369
590 3,14.6,8.04,10853,5.59,8.62,28.16,10.95,6172.4,98,0,308.778806681716
590 4,23.6,5.52,2571,0,0,17.26,6.2,1170.7,42,0,0
590 5,14.6,5.78,14661,0,0,28.16,11.78,3666.5,88,0,0
590 6,23.6,4.85,12412,11.21,98.44,16.17,9.02,3132.7,62,0,0
590 7,15.5,6.4,5827,0,0,17.26,5.04,570.7,30,0,0
590 8,27,10.07,10676,0,0,17.26,7.87,894.9,24,0,0
590 9,17.2,7.63,12803,0,0,16.74,7.02,1002.6,33,0,204.670658000279
591 1,79.4,20.47,9492,0,0,17.91,9.05,1397.7,42,0,49.2757270091679
591 10,49.6,9.67,8994,11.86,123.19,18.2,8.77,2875,69,0,0
591 11,41.8,10.5,17644,12.53,98.06,17.99,8.7,2745.8,82,0,384.074771005544
591 2,79.4,19.31,16252,17.87,37.25,17.87,8.58,941.4,23,0,292.062689743107
591 3,54,18.94,8484,10.41,0,17.87,7.76,656.9,23,0,2626.89076823709
591 4,41.8,10.16,13710,8.77,96.25,18.2,9.23,3613.4,98,0,0
591 5,79.4,14.71,13869,12.02,22.19,18.2,10.06,2266.5,43,0,0
591 6,79.4,27.83,10014,0,0,10.57,6.96,327.1,27,0,1731.68956649984
