title,area_max_building_height_m,area_avg_building_height_m,area_total_building_area_m2,max_tree_height,canopy_cover,area_max_tree_height,area_avg_tree_height,area_canopy_cover,area_tree_count,area_greenspace_m2,area_private_gardens_m2
529 9,26.9,14.08,5793,7.64,95.31,28.91,8.87,4319.6,91,1132.69402199969,3046.38942553973
530 1,33.8,11.49,11550,18.14,327.81,19.37,9.7,3799.1,74,0,2101.63277428702
530 10,28.2,16.53,10347,5.12,11.81,16.05,7.65,2917.4,98,0,1695.18664699498
530 11,39.3,10.09,9373,8.92,16.69,13.47,6.16,2453.9,96,0,4443.29508745762
530 12,47.4,17.54,8335,6.58,37.19,28.91,8.47,2727.2,78,881.874503898158,820.794839913637
530 2,38.8,5.63,6589,11.53,61.31,22.17,7.61,4274.4,111,0,12218.2605949188
530 3,38.8,5.45,8246,10.5,52.81,22.17,8.35,3247.4,76,0,9406.15442329669
530 4,47.7,28.54,6684,14.97,384.38,14.97,8.52,2797,75,1083.30374999804,180.440074736878
530 5,130.6,22.82,2784,0,0,16.93,8.36,4901.3,119,0,2599.41841422971
530 6,39.3,15.24,8682,0,0,14.77,7.66,2384.7,68,0,2449.13302641358
530 7,39.5,18.58,11830,7.87,33.88,19.37,6.76,1427.6,79,0,1043.70039697982
530 8,47.7,22.57,9830,0,0,14.72,6.84,1713.2,73,0,2265.94869429452
530 9,39.5,16.23,14333,5.61,10.31,19.37,7.2,1858.1,65,0,3013.28334014169
531 1,15.3,5.41,10764,14.61,35.19,18.06,7.64,2315,61,0,7117.79782906003
531 10,39.8,7.36,6283,0,0,19.11,10.44,6097.1,100,1277.309908828,6450.92423430571
531 11,11.7,4.91,9963,6.32,17.88,19.29,8.14,1899.6,71,0,7446.03451136327
531 12,16.4,8.28,5981,14.85,238.19,26.69,11.29,6094.3,89,0,4831.37661320827
531 2,39.8,8.46,3156,11.52,86.5,25.41,10.97,11146.5,158,3808.15343999652,3049.63869587325
531 3,14.9,6.04,4731,0,0,26.69,12.54,7354.9,84,0,4700.79288766337
531 4,12,5.38,5880,8.18,119.19,25.41,11.89,6308.8,91,0,7965.04052279728
531 5,39.8,6.2,4723,0,0,21.24,10.35,8592.8,134,3747.7956395496,5425.96114661374
531 6,12.2,4.76,8489,7.97,63.94,16.84,8.05,2772.6,70,0,9766.92770068696
531 7,8.6,5.93,3522,25.41,317.38,25.41,11.11,7946.7,120,12.285147377057,3896.16090507763
531 8,40.3,7.44,10209,11.67,46.38,32.21,9.24,3428.5,76,0,4298.89098862402
531 9,46.7,8.89,6853,20.79,148.56,21.24,9.62,8427.9,141,3169.0407796951,6672.25816642651
532 1,14.2,4.9,5210,0,0,15.38,7.32,826.8,24,0,3145.36317927668
532 10,14.2,6.06,10490,0,0,18.75,8.7,2748.8,56,0,5384.55574670704
532 11,40.9,5.09,8886,8.48,170.44,19.46,10.54,5304.4,84,0,8028.23132046419
532 12,9.3,4.11,4615,0,0,14.76,6.27,1121.1,51,0,5482.55531854146
532 2,6.3,4.34,3776,0,0,14.6,6.25,1404.4,56,0,3507.80655871104
532 3,9.3,4.09,8247,14.76,8.38,17.55,6.96,2040.5,70,0,7753.30814096507
532 4,40.9,8.71,3237,9.45,134.62,19.54,11.91,8588.4,127,2941.71804393714,3074.9350528248
532 5,10.9,5.51,10313,17.55,229.56,17.55,7.06,1392.8,50,0,6497.50604445833
532 6,6.4,4.47,6231,7.23,42.38,19.05,7.63,4197.6,109,0,8699.14164481522
532 7,9.3,3.75,5117,0,0,19.29,6.9,2993.4,101,0,6382.71363863051
532 8,9.3,4.6,8121,8.62,16.25,16.73,6.76,2373.2,74,0,10813.7357962435
532 9,14.2,4.83,9053,11.57,96.94,18.75,9.05,3210,57,0,7972.52960088557
533 1,12.4,5.96,9044,15.39,275.62,23.44,11.98,10739.9,171,0,15508.4966100057
533 10,9.8,5.42,9152,9.04,151,19.62,8.69,6439.9,147,0,12039.7772485461
533 2,6.9,5.48,12514,9.75,14.12,19.37,7.04,3485.6,100,0,8463.61138676665
533 3,10.8,6.03,9921,18.2,269.62,18.2,8.88,5251.5,124,0,12536.0015712345
533 4,10.8,5.01,5290,19.54,360.5,19.54,10.7,8511,131,4203.98720544728,7182.35628306873
533 5,10.7,5.46,9392,21.04,58.94,21.04,10.33,7141.4,134,0,14722.7839525055
533 6,9.1,5.71,12605,3.38,79.31,15.42,7.55,2512.2,67,0,11907.8838161233
533 7,10.2,5.77,11570,15.23,288.5,21.04,9.64,4639.4,100,0,10188.3153888442
533 8,9.7,5.74,15719,4.72,34.88,13.77,4.68,812.9,58,0,8507.31083884852
533 9,12.4,5.35,10328,18.9,310.06,23.44,11.1,9641.3,172,0,15192.6024274399
534 1,16.9,5.56,7826,24.97,354.06,24.97,13.1,15238.5,226,0,10822.0956941803
534 10,11.1,5.89,7576,18.76,215.5,24.97,12.69,14681.4,222,0,13257.2918503557
534 11,20.1,5.56,8492,23.11,59.44,24.63,12.59,12153.2,197,0,11641.0579360001
534 12,10.8,5.38,5589,21.92,46.88,22.43,11.82,11118.4,180,0,11719.0077955381
534 2,16.9,5.49,8738,22.01,256.88,24.97,11.72,10168.1,176,0,7337.8215796114
534 3,9.6,5.81,11000,24.3,167,24.3,8.81,10177.5,231,0,17328.2123075569
534 4,9.6,5.93,8587,17.89,270.88,23.67,11.45,12866.3,214,0,17430.4869356214
534 5,13,6.03,7931,18.71,296.44,24.26,12.63,15741,226,0,15092.0381412118
534 6,11.1,5.31,5535,0,0,25.13,11.83,10731.2,158,0,7707.06921880762
534 7,20.1,5.86,8152,19.14,246.12,24.63,13.52,14505.2,215,0,10360.7970043541
534 8,10,5.15,7761,21.73,92.19,22.64,9.35,8491.8,156,0,16279.2437154102
534 9,11.5,5.12,8458,16.3,163.12,25.13,9.92,9183.5,165,0,14529.3886740996
535 1,10.2,6.11,7877,16.64,234.75,25.76,10.31,13187.3,242,714.167761065801,22087.2563710255
535 10,9.2,6.04,6199,0,0,24.94,9.47,11015,200,0,13034.8318228887
535 11,12.1,6.02,9732,8.33,105.44,24.12,9.24,8054.7,216,0,14187.8593470368
535 12,9.2,6.48,8232,18.7,244.88,24.94,8.5,10229.9,223,0,12739.6249424635
535 2,17.5,5.69,7118,15.43,64.75,24.09,11.59,11886.8,175,7152.57450624373,7609.42473823543
535 3,12.1,6.28,6989,4.16,2.38,24.93,11.07,10756.8,201,0,8390.5649961868
535 4,17.5,5.29,5843,24.33,241.19,27.14,13.11,16467.8,216,9756.36529200907,9675.43567564253
535 5,10,5.41,7739,14.1,187.88,27.46,8.76,8458.7,179,1619.97141280863,17987.0733419578
535 6,10.8,6.28,7703,13.79,50.88,27.46,9.12,7283.5,152,0,15091.7784725363
535 7,17.5,5.81,6609,15.19,204.06,25.76,11.02,13710.2,200,5485.41621338369,14822.8746816101
535 8,9.2,6.55,10047,18.93,182.12,25.76,8.97,11271.7,227,0,15865.6727492051
535 9,9.4,5.13,8342,6.51,79.25,24.93,10.73,9583.8,178,0,13486.083513129
536 1,5.4,2.51,706,0,0,21.31,8.77,1909.4,49,0,846.659973550908
536 10,8.3,4.42,7708,15.13,244,26.49,8.21,6708,150,0,19022.4825256135
536 11,8.9,4.31,7353,19.33,226.31,19.33,7.46,6133.5,157,0,20821.981625351
536 12,9,3.55,4313,21.68,116.75,21.68,8.31,5891.5,114,0,12006.543681644
536 2,8.9,4.14,9717,11.78,126.88,19.33,6.18,3731.4,142,0,20707.9703832817
536 3,6.9,3.44,597,0,0,27.7,11.42,2031.7,31,0,1456.47077876545
536 4,5.4,3.2,2526,0,0,26.49,8.62,4799.6,105,0,7879.60517329032
536 5,6.4,3.43,5399,5.9,29.31,19.64,7.5,4096,99,0,14263.5820543107
536 6,10,4.77,7878,15.7,136.06,26.49,8.62,9402.4,197,0,17632.9150606315
536 7,8.7,3.77,9611,27.15,137.25,27.15,8.09,5432.7,146,0,21649.2784925761
536 8,8.5,4.54,4560,22.99,17.25,27.7,9.83,5635.8,85,0,6877.53919531873
536 9,9.6,4.62,2698,0,0,21.52,9.93,3850.9,64,0,4538.40081998476
537 1,9.6,4.05,5097,16.29,94.31,20.43,7.49,9228.8,200,3626.27550505276,17494.097948707
537 10,6.9,4.27,9431,18.66,208.88,27.15,5.88,3579.7,132,0,21927.0715899462
537 11,5.9,3.59,7756,13.86,203.44,17.86,6.37,6005.3,174,2172.89414342454,21826.6540827032
537 12,9,3.75,6847,0,0,15.06,5.79,3361.3,129,0,15484.3514586189
537 2,10.4,3.65,6848,0,0,16.97,6.77,3395,110,0,15342.6224938079
537 3,9.9,4.69,7151,17.82,67.5,18.43,6.92,7320.6,185,5580.74449695768,17269.5647077946
537 4,12.1,4.23,3451,10.03,77.88,20.43,9.59,13041.9,196,5506.13481222429,12108.3073045699
537 5,10.4,3.75,7890,11.52,194.19,21.39,6.65,5241.2,148,0,21362.0803255446
537 6,9.9,4.09,3577,15.66,301.12,16.2,7.21,8162,164,6458.48257717001,10012.8355254357
537 7,6.8,3.75,9224,14.34,68.19,17.58,5.69,4104.5,150,0,22620.5387206233
537 8,9.6,4.3,7387,9.02,210.5,18.89,6.71,6459.8,189,4507.08416828967,18871.1860358461
537 9,6.1,3.84,7757,15.75,205.56,16.84,6.62,7911.5,192,1299.95685812604,21443.1091914584
538 1,11.7,4.78,5130,17.55,371,28.55,11.99,12120.5,203,2183.52117056967,5503.09134913285
538 10,11.7,3.76,5439,28.55,0,28.8,15.35,10041.3,121,4555.56020213137,1120.06402856935
538 11,8,5.32,3905,21.5,206.5,23.2,11.03,10648.1,206,2827.36187398832,7532.69813052841
538 12,23,5.42,8268,15.89,269,21.54,8.37,3693.8,95,40.9344379008398,6252.6174541667
538 2,11.7,4.05,4686,16.55,135.25,20.43,9.94,9374.7,143,1071.30561372321,6609.59570621074
538 3,9.3,3.83,6516,10.42,55.5,19.83,8.91,6837.1,101,3564.81085095333,593.962732992484
538 4,9.9,6.39,924,0,0,19.83,8.53,8802.6,147,5779.60936033547,1608.06691028633
538 5,10.3,4.87,8020,22.3,174.12,22.3,7.65,5474.4,139,0,14119.6012810129
538 6,11.7,5.15,4053,0,0,28.55,9.81,4475.8,92,2974.48927991668,2431.08404706261
538 7,7.8,5.05,3175,18.59,327.19,23.2,10.76,9664.8,162,2762.58184195022,6152.94849838533
538 8,6.4,4.65,5436,0,0,28.54,7.88,4848,113,1230.49109191076,10646.6592491901
538 9,11.7,4.12,3367,27.86,181.81,28.8,13.03,9198.3,145,4404.44629733448,7498.19799156267
539 1,4.8,2.85,50,22.75,380,29.41,17.37,16736.2,196,3413.37676214403,306.821739245751
539 10,14.6,7.68,2869,18.31,0.19,24.43,12.73,10667,145,565.214889226307,2522.90232875144
539 11,2.6,2.6,97,29.64,228.88,31.57,19.5,20973.2,244,3382.50207833888,0
539 12,10.2,6.25,3382,20.62,42.31,26.95,11.56,9227.9,146,0,2501.6532689575
539 2,2.1,2.1,59,7.46,24.88,23.99,17.22,15697.1,192,0,0
539 3,7.1,5.27,1693,0,0,23.49,10.17,5944.2,126,0,2615.69260097398
539 4,10.6,7.65,192,9.74,52,26.95,15.34,12570.7,168,0,431.259819766321
539 5,5.5,4.18,313,23.19,400,28.21,18.07,17942.9,189,1112.35525611023,611.899626969469
539 6,2.1,1.3,207,30.55,397.94,32.61,18.65,14908.8,162,0,0
539 7,7.2,5.52,1743,23.49,220.12,30.28,16.6,15467,183,4065.05213382898,2497.41132507726
539 8,14.6,6.06,9253,12.44,101.62,24.43,9.99,8145.2,144,301.73176611396,7635.59299679714
539 9,0.5,0.5,178,20.23,288.31,32.61,20.01,17554.6,228,4179.40199601708,0
540 1,2.3,2.3,123,20.94,85,30.62,18.78,18507.1,197,0,0
540 10,18,4.83,2801,23.06,242.19,29.48,14.35,14325.4,187,525.771149588691,3382.86441151545
540 11,7,4.35,6318,4.63,90.12,22.44,9.4,8690.8,185,0,21734.1845837612
540 12,2.3,1.4,270,26.85,400,31.46,16.64,15553.6,177,0,0
540 2,2.3,2.3,123,15.22,15.75,30.62,17.84,16270.2,170,0,0
540 3,18,6,376,26.69,90.62,31.34,17.33,14125.4,162,466.108973724942,61.8274999994319
540 4,10.3,3.77,8070,13.53,60.56,22.44,9.65,10332.8,212,0,22851.7573828954
540 5,10.3,3.98,7775,15.54,280.25,22.44,9.89,10832.2,225,0,22795.131366308
540 6,0.5,0.5,185,18.73,81.75,32.61,17.03,13923.7,184,0,0
540 7,18,4.09,4107,22.4,290.25,29.66,15.64,13244.2,154,1244.92338557175,4670.293773617
540 8,12.1,4.15,7070,16.59,291.25,28.53,10.25,10154,209,0,13202.2347708535
540 9,12.1,5.67,2525,19.99,136.19,27.04,17.25,11261.3,141,0,0
541 1,11.3,4.26,6535,21.28,217.88,24.55,11.5,14073.7,208,0,23321.8626865833
541 10,7.4,4.95,5556,13.51,192.25,28.28,6.51,4944.7,164,0,19571.281473828
541 11,11.6,5.27,6404,5.15,12.38,22.35,7.54,3777,128,585.56622959557,4592.88599159085
541 12,7.7,4.88,3445,7.35,171.88,24.83,7.27,5721.8,145,5490.7992925251,12941.5588581613
541 2,6.8,4.01,6961,11.68,176.44,19.38,6.51,5767.8,178,0,17520.656321503
541 3,6.8,4.63,6645,5.14,22.31,19.46,6.61,4533.7,130,0,22306.2901558034
541 4,11.3,4.93,7205,12.62,209.06,20.03,7.71,5530.2,130,0,21702.6418345212
541 5,10.1,4.58,7142,17.66,329.06,21.66,7.77,7750.3,183,0,20249.6747112675
541 6,7.3,4.51,4748,6.35,71.62,20.44,7.31,5125.6,108,0,14983.2854033071
541 7,11.3,4.57,8095,10.6,23.25,21.09,7.05,5821.6,143,0,20877.0055807745
541 8,7.3,4.77,5422,14.53,175.94,19.38,5.81,3919.8,143,0,17458.9706763986
541 9,11.3,4.72,6881,19.58,121.44,24.55,10.37,12104.5,190,0,21055.8670905828
542 1,6.3,4.34,1615,0,0,20.44,6.9,1782.6,46,0,4166.50005404672
542 11,6.8,4.72,819,0,0,28.66,13.14,3951.7,72,2694.52457204636,2388.80553660658
542 2,7.7,4.87,1423,0,0,24.83,7.52,5563.5,106,9900.65604819934,6516.79624894497
542 3,6.7,5.28,221,0,0,25.79,13.01,7676.1,111,6993.60759885323,1062.97813764156
542 7,6.8,4.61,3628,6.86,73.06,28.28,8.6,5853,135,1581.80491349052,13331.386359103
547 11,49,10.85,456,18.29,177.19,23.58,13.92,13922,175,9549.24263661058,0
547 12,8,5.42,137,21.36,140.44,23.52,15.16,20694.9,259,17372.5332736388,0
547 2,8,8,71,18.1,382.06,25.61,14.64,23012.4,278,23116.5231702537,0
547 3,49,7.44,1836,19.91,396.94,23.69,14.16,12208.8,145,7554.16609068522,0
547 4,4.7,2.92,389,0,0,26.88,14.32,9047.4,109,6072.14148595433,0
547 5,49,14.7,151,16.45,78,20.38,12.18,9934.9,120,9239.57927291124,0
547 6,3.3,2.38,307,0,0,25.93,17.01,8341.6,98,2409.6618453764,0
547 7,3,3,66,0,0,20.38,11.02,11095.1,123,10688.5578050752,0
547 9,49,7.22,1987,12.22,120.56,22.93,14.18,17867.7,206,12978.3052820005,0
548 10,6,4.92,473,0,0,25.11,16.62,7347.7,85,4074.1246911097,0
548 11,4.1,4.1,122,9.34,35.5,28.78,14.79,19504.1,235,15265.0225805359,0
548 12,0.9,0.8,31,18.72,195.69,24.4,15.62,14596,188,6111.69620847567,0
548 4,9.2,4.76,2599,0,0,25.93,16.94,14640.9,178,9725.24252390012,0
548 6,10.6,3.79,600,0,0,27.45,18.73,21727.4,201,17414.6342482922,0
548 9,0.9,0.8,31,20.33,392.44,26.92,16.03,22287.5,264,16200.3846828506,0
549 10,6.2,4.41,2339,6.81,13.44,28.5,10.7,9482.6,198,6024.68996989192,6433.52826143003
549 11,14.1,13.63,59,17.93,231.38,25.06,14.14,17506.4,218,12981.3439792311,0
549 12,6.2,3.8,935,25.24,361.69,28.78,17.52,20534.1,240,16674.0151125534,0
549 3,4.1,4.1,122,28.78,400,28.78,15.58,17257.5,216,16868.3354770553,0
549 4,6,4.65,1940,0,0,18.4,7.31,1849.1,64,3896.25985622307,4989.96008931994
549 6,0.9,0.8,31,23.56,397.12,27.18,17.25,33286.5,383,28339.575384448,0
549 7,14.1,13.63,59,15.43,341.75,25.06,14.39,18015.9,251,16113.9132125921,0
549 9,6.2,3.8,935,24.73,234.94,26.94,15.67,14562.8,169,8729.6003680713,0
550 1,8.5,4.33,4770,13.56,27.69,18.3,8.94,6342.9,107,14184.3884508422,14552.5455885276
550 10,6.6,4.64,9206,11.18,76.06,17.08,6.89,2232.9,70,0,20945.0007549097
550 11,12.6,5.13,1010,19.4,91,28.5,12.93,20346.8,307,16415.4799736829,3959.34617684774
550 12,12.6,4.55,7115,12.88,79,21.96,9.85,6300.8,106,2552.10188090459,20788.0906587096
550 2,12.6,5.91,1146,19.26,79.06,27.94,13.86,13561.9,193,9449.3539940328,4489.34994499729
550 3,12.6,4.44,7604,18.44,55,27.94,8.98,6344.9,121,2351.74416097204,21326.7222668364
550 4,10.3,4.58,5109,0,0,24.43,12.14,9613.3,132,8050.33805479273,15354.59375157
550 5,11.5,4.23,5850,16.12,141.5,19.13,9.6,9249.2,168,4403.10466410022,18181.9093538968
550 6,7,4.32,7616,11.46,186.31,19.13,9.21,5856.7,113,5223.21977736376,19001.8809931504
550 7,12.6,4.62,6202,13.7,230.62,27.94,10.8,9949.1,186,2903.29493804969,19519.5874816772
550 8,11.5,4.44,7847,0,0,21.96,9.44,5242.6,94,1235.79557355616,20383.4541815123
550 9,6.6,4.34,2239,13.32,352.44,28.5,11.51,11669,220,8121.0135440267,6879.26541263926
551 1,11.4,4.4,8831,13.78,167.75,19.86,8.46,5745.8,133,259.935389747523,22625.3202127017
551 10,18.7,4.88,7902,22.75,359.12,26.17,10.88,7242.9,151,0,22462.3616838749
551 11,8.1,5.11,6889,17.91,297.12,19.61,9.96,7594.2,140,2474.93408138747,14921.8342419822
551 12,18.7,4.63,7607,16.75,136.12,26.17,10.53,8432,168,0,25922.6951162091
551 2,12,4.83,6764,21.87,262.56,30.07,13.88,16537.3,222,8591.96449035867,19579.515104061
551 3,17.5,4.63,8152,4.34,1.38,22.22,9.24,10341.5,182,1410.67560416093,24428.3412142547
551 4,13.4,4.37,7682,10.33,76.94,23.41,8.56,6454.4,164,0,23165.136898189
551 5,8.1,4.9,5318,16.9,386.5,20.84,11.49,10071.6,141,3916.68791978084,15704.2233695688
551 6,7.5,4.57,7922,14.23,239.94,25.92,10.35,6781.5,138,2057.78143256833,21431.1865579095
551 7,17.5,4.76,7849,20.98,102.38,25.96,10.79,10049.5,184,2887.5808958613,21716.9571451815
551 8,11.4,5.24,4692,15.6,247.25,21.17,12.6,11445,146,12568.5375773305,11274.4444396671
551 9,11.9,4.57,7874,12.84,241.12,20.98,8.69,7709,167,0,23137.7855748574
552 1,18.3,5.28,8735,18.39,186.75,24.79,14.07,13155.8,174,0,16836.7890610573
552 10,10.6,4.51,4282,19.19,328.88,29.63,13.3,20116.9,249,12458.4955489057,12347.267206028
552 11,8.5,4.63,6128,20.78,307.44,24.51,11.96,11677.6,185,3190.33049339624,15881.3968436833
552 12,15.9,5.61,6463,0,0,24.79,13.76,8888.9,129,0,12542.30127085
552 2,10,5.28,2861,0,0,20.78,11.41,6158.1,103,1334.30665799539,6585.49120370147
552 3,15.9,4.68,7234,16.52,325.25,30.07,14.19,18019.5,227,2871.23870969876,21076.3898048421
552 4,9.6,4.28,4204,22.12,400,24.83,12.95,21044.2,265,13372.3781685457,13623.2389873132
552 5,11,6.13,8833,16.42,279.06,23.64,11.06,9272.5,155,0,14028.5347222537
552 6,10.4,5.73,5508,20.19,305.38,20.19,9.79,6888.9,141,3449.65717352247,9901.4082309879
552 7,8.5,4.61,6348,23.09,265.75,30.07,13.79,18472.5,249,6778.40695040185,17512.7495104987
552 8,18.3,5.05,8502,23.37,77.62,24.44,14.82,16214.7,194,0,14472.7318402182
552 9,10.3,4.44,7269,17.79,170.56,24.21,13.12,16844.8,226,1059.77209391742,25453.5393632075
553 1,11.7,4.95,8640,14.55,9.5,21.32,9.88,7482.1,120,0,14737.1329373137
553 10,12.5,5.11,10393,7.21,75.88,17.89,7.52,6847.3,142,0,21863.5287474116
553 11,8.4,4.56,10271,13.16,245.56,19.91,9.49,6719.1,127,0,18323.5653218193
553 12,8.3,4.26,10854,13.01,278.88,17.65,8.88,6280.6,128,0,17565.6827095755
553 2,18.3,5.13,8656,19.91,105.5,26.45,10.31,11192.9,179,0,25563.621310305
553 3,9.6,4.64,5520,24.12,276.38,24.34,12,18025.7,252,9970.68890395827,14964.2883039729
553 4,11.6,4.83,1282,24.83,374.62,29.63,13.38,21429,247,13998.8866611373,5288.29279351919
553 5,18.3,5.05,8952,21.13,149.69,26.45,9.34,10672.6,189,0,23467.3433054209
553 6,12.5,4.53,9634,17.89,248.44,19.91,9.24,7399.5,146,0,22150.1239581931
553 7,11.6,4.71,4868,22.74,268.44,29.63,12.41,15051,214,3661.1110331114,14679.4956640084
553 8,11,4.56,10632,11.88,137.56,23.31,9.88,9410.9,181,31.1900750594214,21527.2979029001
553 9,18.3,5.64,5260,18.14,358.88,26.45,11.32,14626.9,225,1662.57527466803,16308.9060835153
554 1,39.6,6.09,3845,16.23,336,20.85,12.43,10813,118,682.884695005419,2145.17118994094
554 10,9.3,5.67,13295,11.06,16.75,15.25,8.36,1171.3,24,0,8246.97175204268
554 11,8,4.97,11108,4.55,28.5,20.99,8.69,3475.2,82,492.027181887534,11134.3546603506
554 12,11.7,4.58,8561,16.21,211.75,23.76,11.11,9026.5,130,0,16107.5494240244
554 2,39.6,5.35,2927,18.76,118,20.85,12.9,12850.9,140,5962.98589684255,5679.61450982042
554 3,11.7,5.01,9414,18.34,286.06,23.76,10.56,9553.3,144,258.080118187649,15926.2735048241
554 4,10.6,5.17,7406,0,0,22.89,9.79,8782.8,148,360.198561319932,11650.8057265228
554 5,11.7,4.95,8880,0,0,21.32,10.41,6419.1,104,0,13090.5957200775
554 6,10.4,5.07,6687,0,0,14.22,6.47,565,24,0,5292.03977557075
554 7,39.6,5.23,6996,15.14,167.31,19.93,10.62,9449.8,139,944.218216210604,10674.2164046736
554 8,39.6,5.92,3894,16.46,20.88,20.85,12.4,10443.4,120,3490.43933368288,4093.87598687666
554 9,16.3,6.26,13181,5.73,24.94,17.6,5.87,1802.6,82,0,10303.9410730201
555 1,37.8,4.6,6619,13.53,44.19,28.25,11.01,7567.1,122,4136.02536309834,5457.71816344054
555 10,7,4.7,6779,8.7,14.12,17.72,7.91,5590.5,119,756.994077850133,15085.6061486223
555 11,8.7,4.73,8307,0,0,15.71,7.58,2765.6,72,0,11389.5751484338
555 12,33.3,5.22,7292,17.56,139.44,20.51,9.36,3985.3,78,0,13778.3174119249
555 2,8,4.93,7322,16.2,271,16.92,6.64,3159.9,87,0,19206.5858087827
555 3,8.7,4.95,5300,0,0,20.51,6.74,904.2,29,0,7087.31039876966
555 4,8.7,5.3,8986,5.6,0.06,14.49,7.18,2519.5,71,0,10948.8758156148
555 5,11.3,5.56,8839,12.47,10.38,19.43,9.34,2329.4,49,0,5729.58026970646
555 6,8.5,4.97,7796,16.05,36.31,19.31,10.35,5332.9,96,2390.50632036285,5452.8844118845
555 7,6.8,4.73,7100,16.92,226.94,17.72,7.42,4256.9,100,0,18811.6735920778
555 8,6.2,4.54,6840,7.07,62.25,10.03,5.18,1738.3,64,186.474774241797,19753.1039163785
555 9,9.6,4.78,8557,9.79,101.56,17.06,8.12,4186.9,107,0,8341.25657641566
556 1,9,4.56,7170,16.7,189,19.28,10.48,3499,75,1867.30198069993,8619.86693979323
556 10,9.9,5.41,6472,17.91,243.12,25.79,10.84,6316.5,92,2439.54810305233,7579.35380279532
556 11,10.6,4.78,8683,8.15,96,18.44,8.99,5771.2,102,0,4709.34103252034
556 12,8,4.83,7212,11.24,274.81,25.79,9.99,6801.9,132,0,13399.7792390285
556 2,6.7,4.94,6726,15.07,84.69,16.2,6.67,2822.6,73,0,16964.6048642594
556 3,7.9,4.36,7486,19.28,197.44,19.28,9.97,4575.6,80,190.435869640787,4621.80136248821
556 4,8.9,4.96,9229,16.15,30.06,19.28,10.95,4616.8,78,0,11473.0738229805
556 5,11.8,5.7,10839,22.74,0.62,23.01,10.27,7855.6,143,1896.34096017322,4762.78288623483
556 6,6.2,4.7,7231,6.21,64.38,16.2,5.2,2009.3,75,0,21642.3782481704
556 7,8.1,4.87,7316,2.6,3.5,16.33,6.31,2530.2,76,0,15891.1892877671
556 8,6.3,4.42,8607,0,0,15.13,7.02,1709.2,36,0,4519.02918719195
556 9,7.2,4.93,7800,12.19,201.75,22.02,10.76,7567.6,110,0,6048.47575685067
557 1,7.7,3.59,14261,0,0,24.84,6.39,2390.5,86,244.581722063245,0
557 10,11.1,5.54,15778,0,0,26.28,6.88,342.1,13,0,27.8603832716472
557 11,9.3,4.75,16471,5.9,42.81,17.85,5.38,1267.1,58,0,0
557 12,12.4,6.24,11937,0,0,16.99,7.83,1500.6,40,0,0
557 2,9.1,4,10770,3.28,21.94,17.85,6.76,2408.9,88,0,1742.78049911813
557 3,7.5,3.49,7188,3.26,8.94,25.97,11.67,6807,125,3144.32993250045,6406.91190826483
557 4,9.3,5.61,14088,11.52,4.31,23.01,10.47,4877.2,77,1778.64422599701,1364.27881704931
557 5,12.4,4.75,7022,0,0,16.99,6.82,2873.1,72,3658.72552181728,0
557 6,7.5,4.1,6864,15.91,112,25.97,11.44,6291.8,115,2775.27453250434,7492.80632101846
557 7,7.7,4.09,6529,0,0,25.26,10.12,6896.6,139,3321.06971234558,2926.2561504121
557 8,11.1,5.85,6848,15.71,337.81,22.47,9.99,5539,85,1169.69604448404,892.128983102852
557 9,9.1,3.76,11376,7.85,152.75,24.84,7.62,4220.7,130,988.142532501515,903.836279798197
558 1,12.4,4.82,6674,0,0,16.99,6.89,3709.6,88,4464.47088201164,0
558 10,38.6,6.92,3933,14.12,117,29.14,11.58,6785.8,127,26.9427414592938,6164.94291004509
558 11,38.6,8.32,2357,0,0,19.78,9.75,5286.7,107,940.625863532456,3427.25415787135
558 12,12.4,3.92,3642,4.94,40.5,17.02,6.84,5170.4,125,8032.77486078686,0
558 2,35.7,6.94,3416,14.03,25.75,23.94,11.53,5805.6,116,143.73509971294,2297.56103212339
558 3,12.4,4.81,2791,4.06,17.69,22.57,8.67,5941.5,137,7937.96435761102,0
558 4,4.9,3.31,1589,15.93,157.69,21.19,9.8,6471.1,124,4395.55921030117,0
558 5,15.1,5.49,5639,14.63,195.94,25.72,10.09,4678,119,125.47392540882,3317.86353176256
558 6,8.3,4.5,3969,22.97,288.94,26.36,14.22,13412.7,203,12753.3630574464,3126.46917472611
558 7,6.3,3.53,5877,4.76,23.19,16.24,7.05,5808.8,147,5754.151086582,0
558 8,14.3,6.37,8385,22.3,1.06,25.72,10.61,4907.5,117,1149.1934056459,113.80545680708
558 9,40.9,6.21,5269,19.78,146.88,20.19,9.32,4372.4,94,0,10009.744166353
559 1,62.7,27.48,15429,0,0,17.08,6.94,569,25,0,14.3847385151603
559 10,49,17.11,11003,0,0,20,7.47,2448.3,64,0,2236.49009623396
559 11,33.2,7.35,7801,0,0,18.2,8.93,7277.6,143,0,14270.4083172219
559 12,52,11.98,11255,0,0,29.92,8.86,3339.5,92,0,1477.60326022003
559 2,63.9,13.62,12311,8.300000000000002,14.5,29.92,8.66,1405.3,42,0,112.233688746099
559 3,48.4,11.01,9889,7.63,23.5,29.92,6.42,1558.9,87,0,75.6458446941688
559 4,106.5,20.57,12092,0,0,13.77,6.69,817.2,47,0,123.519199999282
559 5,66.1,26.19,17034,0,0,16.15,7.7,1116.6,36,0,976.082253560842
